,glp_hPa,slp_hPa,precip_mm,temp_C,dewtemp_C,vapor-pres_hPa,rh_percent,wspd_ms,wdir_deg,sunlit_h,rad-global_MJm-2,snowfall_cm,snowdepth_cm,weather_typ,cloudcover_x,visibility_km
1999-03-15 01:00:00,1014.2,1017.9,,10.3,9.1,11.6,92,0.8,90.0,,,,,,,
1999-03-15 02:00:00,1013.0,1016.7,,10.5,8.9,11.4,90,1.6,90.0,,,,,,,
1999-03-15 03:00:00,1011.4,1015.1,,9.4,8.8,11.3,96,1.0,45.0,,,,,,,
1999-03-15 04:00:00,1010.6,1014.3,,9.1,8.6,11.2,97,1.0,90.0,,,,,,,
1999-03-15 05:00:00,1010.7,1014.4,,9.2,8.6,11.2,96,1.1,112.5,,,,,,,
1999-03-15 06:00:00,1010.3,1014.0,,9.7,9.2,11.6,97,1.8,112.5,,0.0,,,,,
1999-03-15 07:00:00,1009.8,1013.5,,11.3,9.7,12.0,90,1.7,112.5,,0.08,,,,,
1999-03-15 08:00:00,1009.7,1013.4,0.0,12.2,10.1,12.4,87,1.7,90.0,,0.21,,,,,
1999-03-15 09:00:00,1008.9,1012.6,0.0,13.0,10.7,12.9,86,1.4,67.5,,0.24,,,,10.0,4.0
1999-03-15 10:00:00,1007.8,1011.4,,14.4,11.4,13.5,82,3.4,67.5,,0.75,,,,,
1999-03-15 11:00:00,1006.6,1010.2,,14.9,11.9,13.9,82,2.3,90.0,,0.56,,,,,
1999-03-15 12:00:00,1004.9,1008.5,,15.7,12.3,14.3,80,2.6,90.0,,0.55,,,,,
1999-03-15 13:00:00,1003.2,1006.8,0.0,14.9,13.4,15.4,91,3.1,67.5,,0.27,,,,,
1999-03-15 14:00:00,1002.1,1005.7,0.5,14.5,13.4,15.4,93,2.2,45.0,,0.18,,,,,
1999-03-15 15:00:00,1000.6,1004.2,1.0,14.5,13.7,15.7,95,1.3,67.5,,0.18,,,,10.0,2.2
1999-03-15 16:00:00,999.5,1003.1,0.5,14.7,13.7,15.7,94,2.1,135.0,,0.16,,,,,
1999-03-15 17:00:00,999.0,1002.6,1.0,14.3,13.7,15.7,96,1.4,90.0,,0.04,,,,,
1999-03-15 18:00:00,997.3,1000.9,1.0,14.8,14.3,16.3,97,2.3,112.5,,0.02,,,,,
1999-03-15 19:00:00,996.3,999.9,2.5,15.4,14.8,16.8,96,3.1,135.0,,0.0,,,,,
1999-03-15 20:00:00,995.0,998.6,2.5,15.6,15.0,17.0,96,4.0,135.0,,,,,,,
1999-03-15 21:00:00,993.2,996.8,5.0,15.9,15.4,17.5,97,3.5,112.5,,,,,,,
1999-03-15 22:00:00,992.5,996.1,7.5,16.0,15.5,17.6,97,1.9,67.5,,,,,,,
1999-03-15 23:00:00,991.6,995.2,0.5,12.9,12.3,14.3,96,2.9,67.5,,,,,,,
1999-03-16 00:00:00,991.0,994.6,0.5,12.2,11.7,13.7,97,3.4,67.5,,,,,,,
