,glp_hPa,slp_hPa,precip_mm,temp_C,dewtemp_C,vapor-pres_hPa,rh_percent,wspd_ms,wdir_deg,sunlit_h,rad-global_MJm-2,snowfall_cm,snowdepth_cm,weather_typ,cloudcover_x,visibility_km
2009-12-04 01:00:00,1001.8,1005.5,0.0,9.4,8.3,11.0,93,1.1,45.0,,,,,,,
2009-12-04 02:00:00,1002.2,1006.0,0.0,8.7,8.3,10.9,97,0.8,247.5,,,,,,,
2009-12-04 03:00:00,1002.5,1006.3,,7.9,7.5,10.3,97,0.9,202.5,,,,,,,
2009-12-04 04:00:00,1003.5,1007.3,,6.4,6.0,9.3,97,0.7,157.5,,,,,,,
2009-12-04 05:00:00,1005.2,1009.0,,5.8,5.5,9.0,98,1.0,112.5,,,,,,,
2009-12-04 06:00:00,1006.5,1010.3,0.0,5.1,4.8,8.6,98,1.1,45.0,,,,,,,
2009-12-04 07:00:00,1008.0,1011.8,0.0,6.1,5.8,9.2,98,2.0,67.5,0.0,0.02,,,,,
2009-12-04 08:00:00,1009.5,1013.3,,8.5,7.6,10.4,94,2.5,45.0,0.5,0.33,,,,,
2009-12-04 09:00:00,1010.5,1014.3,,9.5,5.9,9.3,78,2.2,22.5,1.0,1.03,,,,0.0,25.0
2009-12-04 10:00:00,1011.3,1015.0,,12.0,6.3,9.5,68,3.2,45.0,1.0,1.6,,,,,
2009-12-04 11:00:00,1011.1,1014.8,,12.0,5.6,9.1,65,2.5,45.0,0.8,1.52,,,,,
2009-12-04 12:00:00,1011.2,1014.9,,12.5,4.7,8.6,59,1.6,90.0,0.8,1.7,,,,,
2009-12-04 13:00:00,1011.6,1015.3,,13.5,5.4,9.0,58,2.0,45.0,0.8,1.56,,,,,
2009-12-04 14:00:00,1012.3,1016.0,,13.1,3.8,8.0,53,2.2,22.5,0.7,1.35,,,,,
2009-12-04 15:00:00,1013.2,1017.0,,11.5,5.2,8.8,65,3.4,90.0,0.0,0.41,,,,5.0,30.0
2009-12-04 16:00:00,1014.5,1018.3,,11.2,5.1,8.8,66,2.9,90.0,0.1,0.19,,,,,
2009-12-04 17:00:00,1015.4,1019.2,,10.4,4.8,8.6,68,2.3,90.0,0.0,0.01,,,,,
2009-12-04 18:00:00,1016.4,1020.2,,10.3,5.1,8.8,70,2.2,67.5,,,,,,,
2009-12-04 19:00:00,1017.1,1020.9,,9.9,4.9,8.7,71,1.7,67.5,,,,,,,
2009-12-04 20:00:00,1017.3,1021.1,,8.8,4.8,8.6,76,1.8,67.5,,,,,,,
2009-12-04 21:00:00,1017.7,1021.5,,8.2,5.0,8.7,80,2.5,45.0,,,,,,,
2009-12-04 22:00:00,1018.6,1022.4,,8.2,4.8,8.6,79,1.8,67.5,,,,,,,
2009-12-04 23:00:00,1018.7,1022.5,,8.1,4.9,8.6,80,1.6,45.0,,,,,,,
2009-12-05 00:00:00,1018.6,1022.4,,8.0,5.0,8.7,81,1.8,22.5,,,,,,,
