,glp_hPa,slp_hPa,precip_mm,temp_C,dewtemp_C,vapor-pres_hPa,rh_percent,wspd_ms,wdir_deg,sunlit_h,rad-global_MJm-2,snowfall_cm,snowdepth_cm,weather_typ,cloudcover_x,visibility_km
2012-11-27 01:00:00,995.5,998.8,,6.4,6.0,9.3,97,1.8,270.0,,,,,,,
2012-11-27 02:00:00,997.0,1000.3,,6.6,6.0,9.4,96,1.8,270.0,,,,,,,
2012-11-27 03:00:00,997.8,1001.1,,5.2,4.5,8.4,95,2.0,315.0,,,,,,,
2012-11-27 04:00:00,998.7,1002.0,,6.9,3.2,7.7,77,2.5,315.0,,,,,,,
2012-11-27 05:00:00,999.9,1003.2,,9.0,0.5,6.3,55,5.6,315.0,,,,,,,
2012-11-27 06:00:00,1002.0,1005.3,,8.4,-0.3,6.0,54,4.0,292.5,,0.0,,,,,
2012-11-27 07:00:00,1003.3,1006.6,,7.5,0.3,6.2,60,3.2,270.0,0.2,0.05,,,,,
2012-11-27 08:00:00,1004.4,1007.7,,9.8,-0.7,5.8,48,4.8,270.0,1.0,0.53,,,,,
2012-11-27 09:00:00,1005.3,1008.6,,11.3,-0.8,5.8,43,4.6,292.5,1.0,1.13,,,,0.0,50.0
2012-11-27 10:00:00,1006.3,1009.6,,12.3,-0.6,5.9,41,5.7,270.0,1.0,1.6,,,,,
2012-11-27 11:00:00,1006.8,1010.1,,12.8,-3.9,4.6,31,7.2,292.5,1.0,1.9,,,,,
2012-11-27 12:00:00,1007.3,1010.6,,12.8,-4.3,4.4,30,7.7,270.0,1.0,2.01,,,,,
2012-11-27 13:00:00,1008.0,1011.3,,12.6,-5.9,3.9,27,5.6,315.0,1.0,1.88,,,,,
2012-11-27 14:00:00,1009.0,1012.3,,12.0,-5.9,3.9,28,4.9,315.0,1.0,1.55,,,,,
2012-11-27 15:00:00,1009.9,1013.2,,10.8,-6.1,3.9,30,6.2,315.0,1.0,1.05,,,,,
2012-11-27 16:00:00,1011.0,1014.3,,9.7,-6.2,3.9,32,5.0,315.0,1.0,0.45,,,,,
2012-11-27 17:00:00,1011.8,1015.2,,8.3,-5.9,3.9,36,4.1,0.0,0.4,0.03,,,,,
2012-11-27 18:00:00,1013.1,1016.5,,6.8,-4.3,4.4,45,3.0,45.0,,,,,,,
2012-11-27 19:00:00,1014.5,1017.9,,3.0,-3.3,4.8,63,1.6,157.5,,,,,,,
2012-11-27 20:00:00,1015.3,1018.7,,1.8,-2.5,5.1,73,1.5,90.0,,,,,,,
2012-11-27 21:00:00,1016.1,1019.6,,1.0,-2.4,5.1,78,0.9,180.0,,,,,,,
2012-11-27 22:00:00,1016.5,1020.0,,0.2,-2.5,5.1,82,1.3,67.5,,,,,,,
2012-11-27 23:00:00,1016.9,1020.4,,0.7,-2.3,5.1,80,1.9,90.0,,,,,,,
2012-11-28 00:00:00,1017.2,1020.7,,0.3,-2.6,5.1,81,1.8,112.5,,,,,,,
