,glp_hPa,slp_hPa,precip_mm,temp_C,dewtemp_C,vapor-pres_hPa,rh_percent,wspd_ms,wdir_deg,sunlit_h,rad-global_MJm-2,snowfall_cm,snowdepth_cm,weather_typ,cloudcover_x,visibility_km
2005-06-27 01:00:00,1003.1,1006.7,,23.0,21.1,25.0,89,1.4,180.0,,,,,,,
2005-06-27 02:00:00,1003.0,1006.6,,21.5,20.7,24.4,95,1.5,157.5,,,,,,,
2005-06-27 03:00:00,1002.8,1006.4,,21.2,20.7,24.4,97,1.3,135.0,,,,,,,
2005-06-27 04:00:00,1002.5,1006.1,,20.9,20.4,24.0,97,1.7,135.0,,0.0,,,,,
2005-06-27 05:00:00,1003.0,1006.6,,21.2,20.7,24.4,97,0.6,135.0,,0.03,,,,,
2005-06-27 06:00:00,1002.8,1006.4,,22.9,21.3,25.3,91,1.4,135.0,,0.31,,,,,
2005-06-27 07:00:00,1003.1,1006.6,,24.3,22.0,26.4,87,0.7,247.5,0.6,0.85,,,,,
2005-06-27 08:00:00,1002.8,1006.3,,25.4,22.5,27.2,84,1.1,270.0,0.2,1.22,,,,,
2005-06-27 09:00:00,1002.2,1005.7,,26.9,22.3,26.9,76,0.9,202.5,0.6,1.79,,,,10.0,8.0
2005-06-27 10:00:00,1001.0,1004.5,,28.3,22.5,27.2,71,1.6,202.5,0.3,1.91,,,,,
2005-06-27 11:00:00,1000.7,1004.2,,30.1,23.0,28.1,66,1.6,180.0,0.7,2.61,,,,,
2005-06-27 12:00:00,999.9,1003.4,,30.2,21.8,26.1,61,3.6,180.0,,1.34,,,,,
2005-06-27 13:00:00,999.2,1002.6,,30.6,21.7,26.0,59,3.9,180.0,,1.68,,,,,
2005-06-27 14:00:00,998.9,1002.4,,29.4,22.1,26.6,65,2.5,202.5,,1.03,,,,,
2005-06-27 15:00:00,998.6,1002.1,0.0,28.5,23.2,28.4,73,2.6,157.5,,0.63,,,,10.0,20.0
2005-06-27 16:00:00,998.2,1001.7,0.0,27.8,23.4,28.8,77,2.0,180.0,,0.43,,,,,
2005-06-27 17:00:00,997.7,1001.2,0.0,27.5,22.7,27.6,75,2.5,157.5,,0.32,,,,,
2005-06-27 18:00:00,997.8,1001.3,0.0,27.0,22.4,27.1,76,2.2,157.5,,0.21,,,,,
2005-06-27 19:00:00,997.6,1001.1,0.0,25.9,22.8,27.8,83,2.6,180.0,,0.03,,,,,
2005-06-27 20:00:00,997.9,1001.4,0.0,26.1,22.6,27.4,81,2.0,180.0,,0.0,,,,,
2005-06-27 21:00:00,998.0,1001.5,,26.0,22.5,27.2,81,3.1,180.0,,,,,,,
2005-06-27 22:00:00,997.5,1001.0,,25.9,22.4,27.1,81,3.2,180.0,,,,,,,
2005-06-27 23:00:00,997.3,1000.8,,25.7,22.2,26.8,81,2.7,202.5,,,,,,,
2005-06-28 00:00:00,997.0,1000.5,,25.8,22.1,26.6,80,3.1,202.5,,,,,,,
