,glp_hPa,slp_hPa,precip_mm,temp_C,dewtemp_C,vapor-pres_hPa,rh_percent,wspd_ms,wdir_deg,sunlit_h,rad-global_MJm-2,snowfall_cm,snowdepth_cm,weather_typ,cloudcover_x,visibility_km
2008-07-11 01:00:00,1004.9,1008.5,,20.7,19.0,22.0,90,1.3,157.5,,,,,,,
2008-07-11 02:00:00,1004.4,1008.0,,20.5,18.6,21.5,89,1.7,135.0,,,,,,,
2008-07-11 03:00:00,1004.2,1007.8,,19.8,18.3,21.0,91,1.7,112.5,,,,,,,
2008-07-11 04:00:00,1004.2,1007.8,,20.0,18.7,21.5,92,2.3,112.5,,0.0,,,,,
2008-07-11 05:00:00,1004.6,1008.2,,20.1,18.1,20.7,88,1.5,135.0,0.0,0.0,,,,,
2008-07-11 06:00:00,1004.3,1007.9,,21.1,17.9,20.5,82,1.6,135.0,0.1,0.19,,,,,
2008-07-11 07:00:00,1004.5,1008.1,,23.0,18.3,21.1,75,1.1,157.5,0.3,0.82,,,,,
2008-07-11 08:00:00,1004.3,1007.9,,23.8,19.5,22.7,77,2.3,202.5,0.2,1.04,,,,,
2008-07-11 09:00:00,1004.1,1007.6,,24.2,20.1,23.6,78,1.2,180.0,0.0,0.62,,,,10.0,20.0
2008-07-11 10:00:00,1003.8,1007.3,,25.2,20.5,24.1,75,2.2,180.0,0.0,1.13,,,,,
2008-07-11 11:00:00,1003.3,1006.8,,26.9,20.3,23.8,67,2.3,180.0,0.3,2.19,,,,,
2008-07-11 12:00:00,1002.8,1006.3,,27.5,20.6,24.2,66,2.9,180.0,0.4,2.19,,,,,
2008-07-11 13:00:00,1002.0,1005.5,,28.1,19.9,23.2,61,3.6,180.0,0.7,2.35,,,,,
2008-07-11 14:00:00,1001.3,1004.8,,29.2,19.8,23.1,57,3.4,202.5,0.7,2.34,,,,,
2008-07-11 15:00:00,1001.1,1004.6,,28.7,20.2,23.6,60,3.7,202.5,0.6,2.02,,,,10.0,20.0
2008-07-11 16:00:00,1001.4,1004.9,,27.7,20.0,23.4,63,4.6,202.5,0.0,1.02,,,,,
2008-07-11 17:00:00,1001.2,1004.7,,27.4,20.7,24.5,67,3.9,202.5,0.2,0.94,,,,,
2008-07-11 18:00:00,1001.6,1005.1,,26.1,20.9,24.7,73,4.0,180.0,0.2,0.42,,,,,
2008-07-11 19:00:00,1001.5,1005.0,,25.1,21.2,25.2,79,3.8,180.0,0.0,0.09,,,,,
2008-07-11 20:00:00,1002.1,1005.6,,24.6,21.1,25.1,81,2.9,180.0,,0.0,,,,,
2008-07-11 21:00:00,1002.3,1005.8,,24.3,21.2,25.2,83,2.3,202.5,,,,,,,
2008-07-11 22:00:00,1002.1,1005.6,,23.8,20.9,24.8,84,2.8,157.5,,,,,,,
2008-07-11 23:00:00,1001.8,1005.3,,23.6,21.3,25.3,87,1.9,202.5,,,,,,,
2008-07-12 00:00:00,1001.4,1004.9,,23.6,21.5,25.6,88,2.0,202.5,,,,,,,
