,glp_hPa,slp_hPa,precip_mm,temp_C,dewtemp_C,vapor-pres_hPa,rh_percent,wspd_ms,wdir_deg,sunlit_h,rad-global_MJm-2,snowfall_cm,snowdepth_cm,weather_typ,cloudcover_x,visibility_km
2006-05-14 01:00:00,1002.2,1005.9,0.0,10.6,10.2,12.4,97,2.5,292.5,,,,,,,
2006-05-14 02:00:00,1001.8,1005.5,0.5,10.6,10.3,12.5,98,1.9,292.5,,,,,,,
2006-05-14 03:00:00,1001.4,1005.1,,10.7,10.4,12.6,98,1.6,292.5,,,,,,,
2006-05-14 04:00:00,1001.4,1005.1,,11.0,10.7,12.9,98,1.5,292.5,,,,,,,
2006-05-14 05:00:00,1001.3,1005.0,0.0,11.3,11.0,13.1,98,1.1,270.0,,0.0,,,,,
2006-05-14 06:00:00,1002.0,1005.7,0.0,11.4,11.1,13.2,98,1.4,270.0,,0.04,,,,,
2006-05-14 07:00:00,1002.6,1006.3,0.0,11.8,11.3,13.4,97,1.7,270.0,,0.13,,,,,
2006-05-14 08:00:00,1002.7,1006.4,0.0,12.1,11.3,13.4,95,1.2,270.0,,0.23,,,,,
2006-05-14 09:00:00,1003.6,1007.3,0.0,12.8,11.7,13.7,93,1.2,247.5,,0.38,,,,10.0,8.0
2006-05-14 10:00:00,1003.9,1007.6,0.0,13.3,11.5,13.6,89,1.3,292.5,,0.48,,,,,
2006-05-14 11:00:00,1004.1,1007.8,,15.2,11.4,13.5,78,0.6,247.5,,1.29,,,,,
2006-05-14 12:00:00,1003.9,1007.6,,16.7,12.2,14.2,75,0.8,157.5,,1.59,,,,,
2006-05-14 13:00:00,1004.0,1007.6,,18.5,12.7,14.7,69,1.8,112.5,0.2,2.16,,,,,
2006-05-14 14:00:00,1004.0,1007.6,,18.8,12.8,14.8,68,2.2,112.5,,1.61,,,,,
2006-05-14 15:00:00,1004.5,1008.1,,18.8,12.5,14.5,67,1.7,135.0,,0.96,,,,10.0,20.0
2006-05-14 16:00:00,1005.3,1008.9,,18.9,13.7,15.7,72,3.2,157.5,,0.75,,,,,
2006-05-14 17:00:00,1006.2,1009.8,,17.8,13.5,15.5,76,2.9,90.0,,0.63,,,,,
2006-05-14 18:00:00,1007.5,1011.2,,17.3,14.2,16.2,82,1.3,90.0,,0.2,,,,,
2006-05-14 19:00:00,1008.7,1012.4,,16.8,13.5,15.5,81,2.4,112.5,,0.0,,,,,
2006-05-14 20:00:00,1010.2,1013.9,0.0,16.4,12.6,14.6,78,2.2,90.0,,0.0,,,,,
2006-05-14 21:00:00,1011.4,1015.1,0.0,16.1,12.5,14.5,79,1.5,90.0,,,,,,,
2006-05-14 22:00:00,1012.0,1015.7,,15.3,12.6,14.6,84,1.8,90.0,,,,,,,
2006-05-14 23:00:00,1013.0,1016.7,,14.6,12.8,14.8,89,1.9,45.0,,,,,,,
2006-05-15 00:00:00,1013.3,1017.0,0.0,13.7,12.6,14.6,93,1.5,45.0,,,,,,,
