,glp_hPa,slp_hPa,precip_mm,temp_C,dewtemp_C,vapor-pres_hPa,rh_percent,wspd_ms,wdir_deg,sunlit_h,rad-global_MJm-2,snowfall_cm,snowdepth_cm,weather_typ,cloudcover_x,visibility_km
2001-05-30 01:00:00,1014.1,1017.8,,15.0,13.5,15.5,91,1.6,67.5,,,,,,,
2001-05-30 02:00:00,1013.7,1017.4,,14.7,13.4,15.4,92,1.3,90.0,,,,,,,
2001-05-30 03:00:00,1013.5,1017.2,,14.3,13.0,15.0,92,0.8,90.0,,,,,,,
2001-05-30 04:00:00,1013.7,1017.4,,14.5,13.2,15.2,92,1.5,67.5,,0.0,,,,,
2001-05-30 05:00:00,1013.9,1017.6,,14.6,13.3,15.3,92,1.3,67.5,,0.02,,,,,
2001-05-30 06:00:00,1014.0,1017.6,,17.7,15.2,17.3,85,1.5,67.5,,0.3,,,,,
2001-05-30 07:00:00,1014.0,1017.6,,19.2,15.7,17.8,80,1.5,112.5,0.3,0.83,,,,,
2001-05-30 08:00:00,1013.8,1017.4,,21.4,15.5,17.6,69,1.7,135.0,1.0,1.57,,,,,
2001-05-30 09:00:00,1013.3,1016.8,,22.5,13.0,15.0,55,3.0,135.0,0.9,2.27,,,,8.0,20.0
2001-05-30 10:00:00,1012.7,1016.2,,23.7,14.1,16.1,55,1.9,112.5,0.7,2.41,,,,,
2001-05-30 11:00:00,1012.4,1015.9,,24.3,12.9,14.9,49,2.5,90.0,0.4,2.17,,,,,
2001-05-30 12:00:00,1011.6,1015.1,,24.8,13.1,15.1,48,3.0,135.0,0.3,1.95,,,,,
2001-05-30 13:00:00,1011.1,1014.6,,23.4,13.0,15.0,52,4.5,157.5,0.1,0.92,,,,,
2001-05-30 14:00:00,1011.4,1015.0,0.0,21.1,14.7,16.7,67,3.9,180.0,,0.24,,,,,
2001-05-30 15:00:00,1011.2,1014.7,,21.6,14.3,16.3,63,3.5,180.0,,0.37,,,,10.0,30.0
2001-05-30 16:00:00,1011.2,1014.8,0.0,20.9,15.2,17.3,70,3.7,135.0,,0.27,,,,,
2001-05-30 17:00:00,1010.7,1014.3,0.0,20.1,17.1,19.5,83,0.6,157.5,,0.21,,,,,
2001-05-30 18:00:00,1010.8,1014.4,0.0,20.9,15.7,17.8,72,2.7,157.5,,0.18,,,,,
2001-05-30 19:00:00,1010.9,1014.5,,20.7,15.5,17.6,72,2.6,157.5,,0.03,,,,,
2001-05-30 20:00:00,1010.4,1014.0,,20.2,15.0,17.0,72,2.5,135.0,,0.0,,,,,
2001-05-30 21:00:00,1010.0,1013.6,0.0,20.2,15.6,17.7,75,2.2,135.0,,,,,,,
2001-05-30 22:00:00,1009.5,1013.1,1.5,18.3,16.3,18.5,88,3.6,157.5,,,,,,,
2001-05-30 23:00:00,1008.6,1012.2,1.5,18.1,16.4,18.6,90,1.9,112.5,,,,,,,
2001-05-31 00:00:00,1007.0,1010.6,0.5,18.4,16.7,19.0,90,1.3,90.0,,,,,,,
