,glp_hPa,slp_hPa,precip_mm,temp_C,dewtemp_C,vapor-pres_hPa,rh_percent,wspd_ms,wdir_deg,sunlit_h,rad-global_MJm-2,snowfall_cm,snowdepth_cm,weather_typ,cloudcover_x,visibility_km
1997-08-06 01:00:00,1001.0,1004.5,,23.3,23.3,28.6,100,0.5,202.5,,,,,,,
1997-08-06 02:00:00,1001.5,1005.0,,22.8,22.7,27.6,99,0.6,90.0,,,,,,,
1997-08-06 03:00:00,1000.9,1004.4,0.0,23.4,23.3,28.6,99,1.3,90.0,,,,,,,
1997-08-06 04:00:00,1001.4,1004.9,0.0,23.0,23.0,28.1,100,0.6,157.5,,,,,,,
1997-08-06 05:00:00,1002.0,1005.5,,23.0,23.0,28.1,100,0.7,202.5,,0.0,,,,,
1997-08-06 06:00:00,1002.2,1005.7,,23.4,23.4,28.8,100,0.9,292.5,,0.12,,,,,
1997-08-06 07:00:00,1002.4,1005.9,,24.0,23.8,29.5,99,1.8,337.5,,0.28,,,,,
1997-08-06 08:00:00,1002.5,1006.0,,24.5,23.8,29.5,96,0.7,337.5,,0.35,,,,,
1997-08-06 09:00:00,1002.7,1006.2,,24.9,23.6,29.1,93,0.4,315.0,,0.38,,,,10.0,8.0
1997-08-06 10:00:00,1002.6,1006.1,,26.3,24.4,30.6,89,1.9,67.5,0.2,1.33,,,,,
1997-08-06 11:00:00,1002.3,1005.8,,26.7,24.2,30.2,86,2.3,45.0,0.2,1.55,,,,,
1997-08-06 12:00:00,1001.4,1004.8,,27.5,23.9,29.7,81,2.0,135.0,0.3,1.76,,,,,
1997-08-06 13:00:00,1000.6,1004.0,,28.5,24.1,30.0,77,2.4,90.0,0.2,1.28,,,,,
1997-08-06 14:00:00,1000.7,1004.1,0.0,27.8,23.3,28.6,77,1.3,180.0,,0.58,,,,,
1997-08-06 15:00:00,1000.2,1003.6,0.0,28.6,23.8,29.5,75,2.5,157.5,0.3,1.22,,,,10.0,15.0
1997-08-06 16:00:00,999.9,1003.3,,28.5,24.0,29.8,77,3.4,180.0,0.5,1.21,,,,,
1997-08-06 17:00:00,1000.4,1003.8,,27.3,23.7,29.3,81,4.1,202.5,0.5,0.83,,,,,
1997-08-06 18:00:00,1000.3,1003.7,,26.5,23.7,29.3,85,2.4,180.0,,0.26,,,,,
1997-08-06 19:00:00,1000.2,1003.7,,25.8,23.5,28.9,87,1.9,157.5,,0.03,,,,,
1997-08-06 20:00:00,1000.7,1004.2,,25.1,23.7,29.3,92,2.0,157.5,,0.0,,,,,
1997-08-06 21:00:00,1001.4,1004.9,,25.3,23.6,29.1,90,2.2,180.0,,,,,,,
1997-08-06 22:00:00,1001.2,1004.7,,24.9,23.5,28.9,92,1.4,202.5,,,,,,,
1997-08-06 23:00:00,1001.1,1004.6,,24.4,23.4,28.8,94,1.2,180.0,,,,,,,
1997-08-07 00:00:00,1001.0,1004.5,,23.6,23.2,28.4,98,1.0,157.5,,,,,,,
