,glp_hPa,slp_hPa,precip_mm,temp_C,dewtemp_C,vapor-pres_hPa,rh_percent,wspd_ms,wdir_deg,sunlit_h,rad-global_MJm-2,snowfall_cm,snowdepth_cm,weather_typ,cloudcover_x,visibility_km
2017-07-02 01:00:00,1004.7,1007.9,0.0,20.6,20.6,24.3,100,0.5,157.5,,,-999,-999,,,3.33
2017-07-02 02:00:00,1004.8,1008.0,0.0,20.8,20.8,24.6,100,1.3,180.0,,,-999,-999,,,6.04
2017-07-02 03:00:00,1005.3,1008.5,0.5,20.9,20.9,24.7,100,1.0,45.0,,,-999,-999,,,2.94
2017-07-02 04:00:00,1005.6,1008.8,0.0,21.0,20.8,24.6,99,1.2,247.5,,0.0,-999,-999,,,4.43
2017-07-02 05:00:00,1005.5,1008.7,0.0,20.9,20.6,24.2,98,1.0,112.5,0.0,0.01,-999,-999,,,5.61
2017-07-02 06:00:00,1005.8,1009.0,0.5,21.4,21.2,25.2,99,0.4,22.5,0.0,0.15,-999,-999,,,3.4
2017-07-02 07:00:00,1006.4,1009.6,,22.1,21.6,25.8,97,0.9,247.5,0.0,0.39,-999,-999,,,4.0
2017-07-02 08:00:00,1006.6,1009.8,,23.1,21.9,26.3,93,0.7,292.5,0.0,0.74,-999,-999,,,7.09
2017-07-02 09:00:00,1006.7,1009.8,,24.0,21.5,25.7,86,1.4,225.0,0.1,1.16,-999,-999,,,11.7
2017-07-02 10:00:00,1006.3,1009.4,,26.2,22.5,27.2,80,1.1,225.0,0.7,2.19,-999,-999,,,13.5
2017-07-02 11:00:00,1005.7,1008.8,,27.2,21.9,26.3,73,1.0,247.5,0.5,2.12,-999,-999,,,16.8
2017-07-02 12:00:00,1005.5,1008.6,,29.6,22.8,27.8,67,1.4,202.5,0.9,2.56,-999,-999,,,20.0
2017-07-02 13:00:00,1005.2,1008.3,,31.0,21.5,25.6,57,2.6,247.5,0.9,3.15,-999,-999,,,20.0
2017-07-02 14:00:00,1004.9,1008.0,,30.9,21.7,25.9,58,2.2,270.0,0.1,1.57,-999,-999,,,20.0
2017-07-02 15:00:00,1004.5,1007.5,,32.4,20.7,24.3,50,1.4,202.5,0.7,1.87,-999,-999,,,20.0
2017-07-02 16:00:00,1004.8,1007.8,0.0,32.1,22.2,26.8,56,3.6,180.0,0.5,1.49,-999,-999,,,20.0
2017-07-02 17:00:00,1004.8,1007.9,,31.4,21.0,24.8,54,2.8,180.0,0.3,0.87,-999,-999,,,20.0
2017-07-02 18:00:00,1004.8,1007.9,,30.2,21.8,26.2,61,2.3,202.5,0.0,0.32,-999,-999,,,20.0
2017-07-02 19:00:00,1005.0,1008.1,,26.8,22.4,27.1,77,1.3,157.5,0.3,0.13,-999,-999,,,20.0
2017-07-02 20:00:00,1005.2,1008.3,,25.4,22.5,27.3,84,1.2,180.0,,0.0,-999,-999,,,20.0
2017-07-02 21:00:00,1005.9,1009.0,,25.2,23.1,28.2,88,1.8,157.5,,,-999,-999,,,15.9
2017-07-02 22:00:00,1005.9,1009.0,,24.7,23.1,28.3,91,1.4,135.0,,,-999,-999,,,13.1
2017-07-02 23:00:00,1005.7,1008.8,,24.5,23.3,28.6,93,1.0,67.5,,,-999,-999,,,11.0
2017-07-03 00:00:00,1005.4,1008.5,0.0,25.5,23.2,28.4,87,2.0,45.0,,,-999,-999,,,13.5
