,glp_hPa,slp_hPa,precip_mm,temp_C,dewtemp_C,vapor-pres_hPa,rh_percent,wspd_ms,wdir_deg,sunlit_h,rad-global_MJm-2,snowfall_cm,snowdepth_cm,weather_typ,cloudcover_x,visibility_km
1996-04-02 01:00:00,1002.1,1005.9,0.0,3.8,3.1,7.6,95,2.3,315.0,,,,,,,
1996-04-02 02:00:00,1001.5,1005.3,0.0,3.4,2.8,7.5,96,1.2,337.5,,,,,,,
1996-04-02 03:00:00,1001.2,1005.0,0.0,3.4,2.6,7.4,94,1.1,337.5,,,,,,,
1996-04-02 04:00:00,1001.0,1004.8,0.0,3.2,2.6,7.4,96,1.0,0.0,,,,,,,
1996-04-02 05:00:00,1001.2,1005.0,0.0,3.6,1.8,7.0,88,1.5,22.5,,0.0,,,,,
1996-04-02 06:00:00,1001.4,1005.2,0.0,4.1,1.9,7.0,85,1.8,90.0,,0.01,,,,,
1996-04-02 07:00:00,1001.6,1005.4,0.0,4.0,1.5,6.8,84,2.5,45.0,,0.13,,,,,
1996-04-02 08:00:00,1001.8,1005.6,0.0,4.7,0.6,6.4,75,2.6,67.5,,0.28,,,,,
1996-04-02 09:00:00,1002.1,1005.9,0.0,4.6,1.1,6.6,78,2.2,112.5,,0.55,,,,10.0,13.0
1996-04-02 10:00:00,1001.8,1005.5,0.0,5.0,1.5,6.8,78,2.1,112.5,,0.79,,,,,
1996-04-02 11:00:00,1001.6,1005.3,0.0,5.2,1.4,6.8,76,2.2,112.5,,0.96,,,,,
1996-04-02 12:00:00,1000.7,1004.4,0.0,5.6,1.6,6.9,75,2.7,112.5,,1.15,,,,,
1996-04-02 13:00:00,1000.4,1004.1,0.0,5.4,2.4,7.3,81,2.3,112.5,,0.73,,,,,
1996-04-02 14:00:00,1000.0,1003.7,0.0,6.2,2.0,7.1,74,2.6,90.0,0.1,1.17,,,,,
1996-04-02 15:00:00,1000.1,1003.8,0.0,6.2,1.6,6.9,72,2.4,112.5,,0.72,,,,10.0,13.0
1996-04-02 16:00:00,1000.1,1003.8,0.0,5.8,2.2,7.2,78,2.8,135.0,,0.37,,,,,
1996-04-02 17:00:00,1000.6,1004.3,0.0,5.4,1.8,7.0,78,3.0,135.0,,0.29,,,,,
1996-04-02 18:00:00,1001.4,1005.1,0.0,5.0,2.1,7.1,81,2.5,157.5,,0.06,,,,,
1996-04-02 19:00:00,1002.0,1005.7,0.0,5.0,2.2,7.2,82,2.4,157.5,,0.0,,,,,
1996-04-02 20:00:00,1002.8,1006.6,0.0,4.9,1.6,6.9,79,1.6,135.0,,,,,,,
1996-04-02 21:00:00,1003.2,1007.0,,4.5,1.4,6.8,80,1.1,45.0,,,,,,,
1996-04-02 22:00:00,1003.3,1007.1,,3.7,0.9,6.5,82,1.2,0.0,,,,,,,
1996-04-02 23:00:00,1003.1,1006.9,,2.1,0.9,6.5,92,0.8,0.0,,,,,,,
1996-04-03 00:00:00,1003.4,1007.2,,3.0,1.6,6.9,90,1.3,270.0,,,,,,,
