,glp_hPa,slp_hPa,precip_mm,temp_C,dewtemp_C,vapor-pres_hPa,rh_percent,wspd_ms,wdir_deg,sunlit_h,rad-global_MJm-2,snowfall_cm,snowdepth_cm,weather_typ,cloudcover_x,visibility_km
1996-07-27 01:00:00,1010.5,1014.0,,25.6,24.2,30.2,92,2.2,180.0,,,,,,,
1996-07-27 02:00:00,1009.9,1013.4,,25.1,23.9,29.7,93,1.6,180.0,,,,,,,
1996-07-27 03:00:00,1009.8,1013.3,,24.4,23.7,29.3,96,1.3,135.0,,,,,,,
1996-07-27 04:00:00,1009.7,1013.2,,24.5,23.6,29.1,95,1.2,135.0,,,,,,,
1996-07-27 05:00:00,1010.1,1013.6,,25.2,23.6,29.1,91,1.6,202.5,,0.0,,,,,
1996-07-27 06:00:00,1010.5,1014.0,,25.6,23.7,29.3,89,1.2,225.0,,0.12,,,,,
1996-07-27 07:00:00,1010.7,1014.2,,26.6,24.3,30.4,87,1.4,247.5,0.5,0.69,,,,,
1996-07-27 08:00:00,1010.7,1014.2,,27.7,24.3,30.4,82,1.9,247.5,0.6,1.2,,,,,
1996-07-27 09:00:00,1010.6,1014.1,,28.7,24.5,30.7,78,1.7,247.5,0.4,1.46,,,,9.0,4.0
1996-07-27 10:00:00,1010.4,1013.8,,30.0,24.8,31.3,74,1.8,180.0,0.5,1.72,,,,,
1996-07-27 11:00:00,1009.9,1013.3,,31.5,23.6,29.1,63,3.5,202.5,1.0,2.75,,,,,
1996-07-27 12:00:00,1009.4,1012.8,,32.2,23.7,29.3,61,4.0,180.0,1.0,3.06,,,,,
1996-07-27 13:00:00,1009.1,1012.5,,32.6,23.1,28.3,57,3.9,157.5,1.0,3.02,,,,,
1996-07-27 14:00:00,1008.8,1012.2,,32.8,23.6,29.1,59,4.4,180.0,1.0,2.82,,,,,
1996-07-27 15:00:00,1008.6,1012.0,,32.4,23.0,28.1,58,4.8,180.0,1.0,2.26,,,,7.0,15.0
1996-07-27 16:00:00,1008.6,1012.0,,31.7,23.1,28.3,60,4.0,180.0,1.0,1.98,,,,,
1996-07-27 17:00:00,1008.5,1011.9,,30.2,23.2,28.4,66,4.8,180.0,1.0,1.26,,,,,
1996-07-27 18:00:00,1009.1,1012.5,,28.8,22.5,27.2,69,4.3,180.0,0.6,0.5,,,,,
1996-07-27 19:00:00,1009.0,1012.5,,27.8,21.8,26.1,70,3.6,180.0,,0.05,,,,,
1996-07-27 20:00:00,1009.9,1013.4,,27.3,21.6,25.8,71,2.7,180.0,,0.0,,,,,
1996-07-27 21:00:00,1010.5,1014.0,,26.7,21.8,26.1,75,2.1,157.5,,,,,,,
1996-07-27 22:00:00,1010.1,1013.6,,25.9,21.7,26.0,78,2.5,135.0,,,,,,,
1996-07-27 23:00:00,1010.1,1013.6,,25.4,22.0,26.4,81,1.6,112.5,,,,,,,
1996-07-28 00:00:00,1010.2,1013.7,,25.1,22.5,27.2,85,1.6,90.0,,,,,,,
