,glp_hPa,slp_hPa,precip_mm,temp_C,dewtemp_C,vapor-pres_hPa,rh_percent,wspd_ms,wdir_deg,sunlit_h,rad-global_MJm-2,snowfall_cm,snowdepth_cm,weather_typ,cloudcover_x,visibility_km
1991-12-06 01:00:00,1022.5,1026.3,,8.8,7.1,10.1,89,2.1,270.0,,,,,,,
1991-12-06 02:00:00,1022.7,1026.5,,7.1,6.2,9.5,94,2.1,292.5,,,,,,,
1991-12-06 03:00:00,1022.1,1025.9,,5.6,4.7,8.5,94,2.0,247.5,,,,,,,
1991-12-06 04:00:00,1022.2,1026.0,,4.7,3.9,8.1,94,2.3,292.5,,,,,,,
1991-12-06 05:00:00,1022.3,1026.1,,3.9,3.1,7.6,95,1.9,292.5,,,,,,,
1991-12-06 06:00:00,1022.7,1026.5,,3.5,2.7,7.4,94,2.0,270.0,,,,,,,
1991-12-06 07:00:00,1022.7,1026.6,,2.8,2.3,7.2,97,1.0,315.0,,0.03,,,,,
1991-12-06 08:00:00,1022.7,1026.5,,5.7,4.7,8.5,93,0.5,22.5,,0.26,,,,,
1991-12-06 09:00:00,1023.1,1026.9,,9.1,6.4,9.6,83,0.2,,0.7,0.7,,,,10.0,2.0
1991-12-06 10:00:00,1023.1,1026.9,,10.1,6.5,9.7,78,1.5,225.0,0.1,0.81,,,,,
1991-12-06 11:00:00,1021.8,1025.5,,13.0,7.0,10.0,67,0.6,225.0,0.7,1.3,,,,,
1991-12-06 12:00:00,1020.9,1024.6,,14.1,6.6,9.7,61,1.1,225.0,1.0,1.49,,,,,
1991-12-06 13:00:00,1020.0,1023.7,,14.7,6.6,9.7,58,0.9,315.0,1.0,1.33,,,,,
1991-12-06 14:00:00,1019.8,1023.5,,15.4,7.0,10.0,57,1.0,337.5,1.0,0.98,,,,,
1991-12-06 15:00:00,1019.8,1023.5,,14.9,7.7,10.5,62,0.5,45.0,0.8,0.57,,,,3.0,3.0
1991-12-06 16:00:00,1020.1,1023.8,,13.5,7.4,10.3,67,1.5,90.0,,0.18,,,,,
1991-12-06 17:00:00,1020.2,1023.9,,12.7,7.4,10.3,70,2.0,90.0,,0.02,,,,,
1991-12-06 18:00:00,1020.6,1024.3,,12.3,8.4,11.0,77,2.2,67.5,,,,,,,
1991-12-06 19:00:00,1020.2,1023.9,,11.3,8.4,11.0,82,2.4,45.0,,,,,,,
1991-12-06 20:00:00,1020.1,1023.8,,11.3,8.8,11.3,85,2.1,45.0,,,,,,,
1991-12-06 21:00:00,1019.8,1023.5,,10.0,8.6,11.2,91,1.3,0.0,,,,,,,
1991-12-06 22:00:00,1019.7,1023.5,,9.4,8.2,10.9,92,1.8,315.0,,,,,,,
1991-12-06 23:00:00,1019.8,1023.6,,9.2,7.8,10.6,91,1.0,225.0,,,,,,,
1991-12-07 00:00:00,1019.5,1023.3,,8.8,7.7,10.5,93,1.9,292.5,,,,,,,
