,glp_hPa,slp_hPa,precip_mm,temp_C,dewtemp_C,vapor-pres_hPa,rh_percent,wspd_ms,wdir_deg,sunlit_h,rad-global_MJm-2,snowfall_cm,snowdepth_cm,weather_typ,cloudcover_x,visibility_km
2001-11-16 01:00:00,1010.8,1014.6,,4.5,1.5,6.8,81,2.4,292.5,,,,,,,
2001-11-16 02:00:00,1010.5,1014.3,,5.0,2.2,7.2,82,1.7,247.5,,,,,,,
2001-11-16 03:00:00,1009.9,1013.7,,5.3,2.5,7.3,82,2.1,270.0,,,,,,,
2001-11-16 04:00:00,1009.8,1013.6,,5.6,2.6,7.4,81,1.5,247.5,,,,,,,
2001-11-16 05:00:00,1009.6,1013.4,,4.5,2.0,7.1,84,2.1,270.0,,,,,,,
2001-11-16 06:00:00,1010.0,1013.8,,3.7,1.1,6.6,83,2.7,292.5,,0.0,,,,,
2001-11-16 07:00:00,1010.8,1014.6,,3.7,1.2,6.7,84,2.3,315.0,0.3,0.07,,,,,
2001-11-16 08:00:00,1011.3,1015.1,,6.9,1.8,7.0,70,1.2,315.0,1.0,0.59,,,,,
2001-11-16 09:00:00,1011.6,1015.3,,9.3,3.1,7.6,65,1.5,315.0,1.0,1.19,,,,0.0,10.0
2001-11-16 10:00:00,1011.7,1015.4,,11.7,3.0,7.6,55,2.1,315.0,1.0,1.71,,,,,
2001-11-16 11:00:00,1011.2,1014.8,,14.5,2.1,7.1,43,3.4,315.0,1.0,2.04,,,,,
2001-11-16 12:00:00,1010.6,1014.2,,15.7,1.1,6.6,37,3.2,315.0,1.0,2.1,,,,,
2001-11-16 13:00:00,1010.3,1013.9,,16.8,-0.4,5.9,31,2.4,337.5,1.0,1.95,,,,,
2001-11-16 14:00:00,1010.5,1014.1,,17.0,0.2,6.2,32,1.4,0.0,1.0,1.65,,,,,
2001-11-16 15:00:00,1011.0,1014.6,,16.5,-0.7,5.8,31,0.9,45.0,1.0,1.09,,,,0.0,30.0
2001-11-16 16:00:00,1011.6,1015.2,,15.0,0.1,6.2,36,2.5,112.5,1.0,0.46,,,,,
2001-11-16 17:00:00,1012.2,1015.9,,9.4,2.5,7.3,62,1.9,135.0,0.3,0.03,,,,,
2001-11-16 18:00:00,1012.7,1016.5,,7.6,2.7,7.4,71,1.4,135.0,,0.0,,,,,
2001-11-16 19:00:00,1013.1,1016.9,,6.7,2.8,7.5,76,1.7,135.0,,,,,,,
2001-11-16 20:00:00,1013.4,1017.2,,5.9,2.2,7.2,77,2.6,180.0,,,,,,,
2001-11-16 21:00:00,1013.5,1017.3,,5.8,2.4,7.3,79,1.8,202.5,,,,,,,
2001-11-16 22:00:00,1013.8,1017.6,,4.6,1.8,7.0,82,0.5,45.0,,,,,,,
2001-11-16 23:00:00,1013.6,1017.4,,4.3,2.3,7.2,87,1.1,0.0,,,,,,,
2001-11-17 00:00:00,1013.3,1017.1,,3.8,1.7,6.9,86,1.4,315.0,,,,,,,
