month,maxTemp,minTemp,meanTemp,rainfall
1,-5.6,-12.1,,41.0
2,-4.4,-11.6,,32.0
3,1.2,-5.6,,31.0
4,12.9,3.2,,40.0
5,20.9,9.1,,46.0
6,24.0,12.5,,66.0
7,25.4,14.3,,73.0
8,24.5,13.0,,57.0
9,18.5,8.0,,54.0
10,10.2,2.4,,39.0
11,2.4,-2.7,,50.0
12,-2.4,-8.0,,50.0
