month,maxTemp,minTemp,meanTemp,rainfall
1,-17.8,-28.9,,5.0
2,-14.2,-27.6,,4.0
3,-3.0,-17.8,,4.0
4,7.9,-6.2,,8.0
5,17.4,0.6,,19.0
6,23.2,7.5,,48.0
7,24.6,11.4,,81.0
8,22.1,8.8,,70.0
9,15.7,1.7,,31.0
10,6.2,-6.7,,12.0
11,-6.0,-17.9,,9.0
12,-14.7,-25.5,,10.0
