month,maxTemp,minTemp,meanTemp,rainfall
1,32.8,20.3,,8.0
2,34.1,20.7,,23.0
3,34.4,21.6,,41.0
4,33.1,22.5,,138.0
5,30.8,22.6,,234.0
6,29.8,22.4,,312.0
7,29.4,22.3,,298.0
8,30.3,22.3,,228.0
9,31.2,22.4,,199.0
10,31.5,22.4,,182.0
11,31.4,22.4,,105.0
12,31.5,21.4,,25.0
