,Precipitation,Temperature
January,97.6,8.6
February,93.3,10.4
March,103.6,14.2
April,74.2,18.1
May,77.5,22.6
June,120.7,26.5
July,113.8,28.2
August,117.2,27.7
September,91.4,24.7
October,64.9,18.9
November,67.6,13.1
December,98.4,9.7
