,Precipitation,Temperature
January,135.2,12.0
February,78.5,14.2
March,92.1,17.4
April,99.5,20.7
May,119.4,24.7
June,170.1,27.8
July,173.9,28.7
August,174.9,28.8
September,170.0,26.7
October,139.0,22.0
November,98.8,16.6
December,126.4,13.1
