,Precipitation,Temperature
January,14.0,-3.8
February,15.0,-3.2
March,17.3,1.2
April,43.8,5.8
May,61.7,10.8
June,69.0,15.2
July,31.4,19.9
August,30.9,19.3
September,33.7,14.0
October,27.3,7.1
November,17.3,0.9
December,13.4,-3.4
