,Precipitation,Temperature
January,6.4,-8.4
February,11.0,-5.9
March,36.7,1.2
April,71.6,8.4
May,97.3,15.2
June,101.9,21.0
July,97.5,23.0
August,83.5,21.4
September,81.5,17.2
October,56.3,9.7
November,27.1,1.5
December,10.7,-5.5
