,Precipitation,Temperature
January,122.5,6.3
February,134.5,8.5
March,136.5,12.8
April,140.0,17.4
May,132.6,22.1
June,127.2,26.2
July,114.2,28.0
August,103.5,27.5
September,90.7,24.2
October,100.5,18.0
November,113.8,11.7
December,150.8,7.7
