,Precipitation,Temperature
January,18.0,-2.6
February,24.2,0.0
March,52.3,6.3
April,94.3,12.1
May,123.8,18.2
June,120.6,23.5
July,120.1,25.4
August,97.5,24.1
September,80.8,19.5
October,72.1,13.0
November,47.4,5.6
December,31.7,-0.5
