,Precipitation,Temperature
January,132.82,9.2
February,97.17,10.2
March,76.85,13.2
April,81.37,16.8
May,72.72,21.0
June,47.88,25.0
July,16.89,28.0
August,15.43,28.5
September,36.0,25.8
October,43.28,22.0
November,80.79,15.9
December,169.13,10.9
