,Precipitation,Temperature
January,19.0,-2.8
February,21.0,-1.4
March,30.4,2.8
April,45.7,9.1
May,72.0,14.6
June,98.3,18.2
July,102.4,19.9
August,65.9,19.3
September,52.4,14.3
October,42.8,8.8
November,28.5,3.3
December,23.8,-1.3
