month,maxTemp,minTemp,meanTemp,rainfall
1,-4.1,-16.8,,2.1
2,0.4,-12.7,,3.8
3,7.6,-5.6,,8.3
4,16.9,2.0,,8.1
5,23.9,8.7,,17.3
6,28.2,13.9,,28.0
7,29.6,17.1,,81.3
8,27.1,15.3,,87.7
9,22.1,8.7,,38.7
10,14.8,1.3,,17.1
11,5.2,-7.2,,3.8
12,-2.3,-14.3,,1.4
