,Precipitation,Temperature
January,45.2,-4.6
February,33.5,-5.2
March,36.3,-1.7
April,33.9,4.5
May,50.1,10.3
June,84.1,14.6
July,77.4,17.4
August,92.9,15.9
September,66.6,11.2
October,83.9,5.5
November,64.2,0.6
December,49.0,-2.5
