,Precipitation,Temperature
January,56.5,-3.9
February,44.2,-4.5
March,38.3,-0.9
April,38.3,5.2
May,44.5,11.0
June,78.5,15.1
July,69.1,17.8
August,91.0,16.2
September,61.8,11.4
October,74.3,5.7
November,66.9,1.2
December,62.1,-1.9
