,Precipitation,Temperature
January,46.4,-4.8
February,35.7,-5.0
March,35.4,-1.0
April,37.0,5.2
May,46.8,11.5
June,69.0,16.1
July,83.4,19.1
August,86.4,17.4
September,57.2,12.4
October,63.4,6.2
November,56.2,0.9
December,50.8,-2.5
