,Precipitation,Temperature
January,44.7,-8.8
February,35.4,-8.6
March,34.3,-3.7
April,29.7,3.2
May,47.9,9.7
June,67.2,14.7
July,92.1,17.7
August,87.8,15.3
September,65.6,10.3
October,76.0,4.1
November,63.9,-2.1
December,54.2,-5.9
