,Precipitation,Temperature
January,19.6,-18.8
February,11.5,-16.2
March,16.1,-9.0
April,22.4,0.7
May,38.5,8.4
June,79.5,15.0
July,77.4,18.4
August,63.7,17.1
September,55.4,11.1
October,41.4,3.1
November,22.5,-7.2
December,19.7,-15.8
