,Precipitation,Temperature
January,16.6,-21.3
February,13.9,-19.0
March,15.2,-13.7
April,11.1,-3.1
May,20.8,5.9
June,25.4,12.9
July,41.9,16.6
August,59.6,14.9
September,42.3,9.1
October,33.0,0.8
November,24.0,-10.7
December,16.4,-18.4
