,Precipitation,Temperature
January,40.0,24.6
February,43.2,23.8
March,41.8,20.4
April,42.4,15.6
May,51.5,11.5
June,60.9,8.8
July,64.0,8.2
August,65.9,9.2
September,53.8,11.8
October,47.4,15.1
November,59.7,19.0
December,42.5,21.8
