,Precipitation,Temperature
January,73.1,-0.6
February,69.8,0.1
March,81.7,4.0
April,96.4,7.6
May,148.5,11.7
June,153.7,15.4
July,155.9,17.1
August,154.4,16.8
September,108.8,12.9
October,94.0,8.7
November,84.2,3.4
December,91.8,0.2
