,Precipitation,Temperature
January,103.0,-1.8
February,90.5,-1.1
March,114.4,2.5
April,104.9,6.7
May,140.2,10.8
June,162.9,14.0
July,183.8,15.6
August,194.3,15.3
September,141.6,11.6
October,115.9,7.9
November,120.0,2.7
December,116.7,-0.9
