,Precipitation,Temperature
January,77.1,-3.4
February,60.2,-3.1
March,80.8,-0.3
April,133.2,2.7
May,167.7,7.0
June,171.5,11.2
July,159.3,13.2
August,186.9,12.9
September,162.4,9.0
October,180.8,5.0
November,168.5,0.4
December,88.3,-2.6
