,Precipitation,Temperature
January,28.7,-0.3
February,33.2,1.5
March,26.1,6.2
April,34.3,11.8
May,60.4,16.5
June,71.8,20.4
July,62.4,22.2
August,45.5,21.7
September,50.4,16.4
October,43.7,11.1
November,42.5,5.6
December,40.8,0.7
