,Precipitation,Temperature
January,4.3,-6.9
February,4.8,-3.6
March,10.3,0.4
April,19.1,4.4
May,57.3,8.3
June,103.2,11.5
July,93.1,13.5
August,85.6,12.9
September,77.7,9.8
October,32.9,4.0
November,3.4,-1.7
December,2.3,-6.0
