,Precipitation,Temperature
January,7.5,-17.3
February,7.1,-13.0
March,11.1,-1.2
April,18.7,10.8
May,23.0,16.9
June,23.0,21.6
July,34.4,23.1
August,27.7,21.7
September,18.0,15.7
October,15.4,7.1
November,14.1,-3.2
December,11.7,-13.7
