,Precipitation,Temperature
January,58.8,-5.6
February,42.3,-6.0
March,37.4,-2.5
April,36.7,2.2
May,43.9,7.8
June,55.3,12.8
July,84.8,15.9
August,87.9,14.5
September,70.0,9.7
October,79.6,3.6
November,76.6,-0.9
December,68.7,-3.9
