,Precipitation,Temperature
January,58.3,-2.8
February,46.1,-2.8
March,38.3,0.2
April,42.3,5.1
May,57.9,10.2
June,70.5,14.0
July,86.1,16.5
August,82.2,15.4
September,72.7,11.1
October,81.4,5.7
November,71.1,1.5
December,67.2,-1.4
