,Precipitation,Temperature
January,75.2,-1.7
February,60.1,-1.8
March,46.6,0.7
April,49.7,5.3
May,56.4,10.3
June,82.0,14.0
July,80.6,16.5
August,90.3,15.4
September,84.3,11.4
October,101.9,6.4
November,90.1,2.4
December,90.2,-0.7
