,Precipitation,Temperature
January,27.1,-6.2
February,18.8,-7.5
March,21.0,-4.5
April,23.8,0.0
May,31.7,5.2
June,46.5,11.4
July,49.4,15.6
August,48.3,14.8
September,45.0,10.4
October,50.6,4.7
November,46.6,0.1
December,37.0,-3.2
