,Precipitation,Temperature
January,34.1,-3.4
February,27.1,-3.2
March,28.5,-0.1
April,30.7,4.8
May,37.0,10.1
June,63.5,14.3
July,67.0,16.9
August,67.7,15.6
September,47.0,11.0
October,52.8,5.5
November,46.8,1.4
December,42.6,-2.0
