,Precipitation,Temperature
January,35.8,-2.8
February,23.0,-3.4
March,26.7,-0.6
April,31.4,2.9
May,36.1,7.5
June,37.7,12.5
July,57.7,16.1
August,57.9,15.4
September,46.4,11.2
October,53.8,5.6
November,51.0,1.4
December,43.9,-1.4
