,Precipitation,Temperature
January,40.1,-2.2
February,34.2,-2.2
March,28.8,0.9
April,34.9,5.7
May,46.7,10.9
June,66.4,14.8
July,73.1,17.1
August,70.4,15.9
September,55.3,11.5
October,55.5,6.2
November,53.3,2.2
December,48.6,-1.0
