,Precipitation,Temperature
January,88.5,-7.0
February,70.3,-7.7
March,74.0,-5.7
April,52.8,-1.7
May,55.3,3.2
June,77.3,8.3
July,90.2,11.8
August,88.7,10.5
September,98.7,6.2
October,89.4,0.7
November,85.5,-3.6
December,86.5,-5.9
