,Precipitation,Temperature
January,55.8,-3.8
February,40.8,-3.8
March,38.0,-0.8
April,42.8,4.1
May,56.5,9.4
June,74.1,13.5
July,85.1,16.0
August,86.2,14.7
September,62.1,10.2
October,77.4,4.8
November,71.6,0.6
December,66.6,-2.5
