,Precipitation,Temperature
January,36.8,-1.5
February,29.5,-1.6
March,28.0,1.2
April,29.5,6.0
May,33.7,11.1
June,59.2,15.4
July,57.6,18.3
August,65.9,17.3
September,50.2,12.7
October,50.1,7.2
November,48.0,3.2
December,49.2,0.1
