,Precipitation,Temperature
January,42.2,-8.1
February,31.1,-7.7
March,30.2,-4.6
April,29.2,0.5
May,46.5,5.6
June,71.8,10.0
July,91.7,12.8
August,82.7,11.3
September,49.0,7.3
October,51.1,1.5
November,43.7,-3.8
December,38.6,-7.1
