,Precipitation,Temperature
January,111.7,-0.7
February,90.8,-0.5
March,70.8,1.8
April,60.8,6.5
May,70.7,11.2
June,99.7,14.4
July,104.9,16.8
August,130.1,15.9
September,106.9,12.1
October,126.5,7.4
November,105.2,3.6
December,127.1,0.7
