,Precipitation,Temperature
January,45.5,-5.6
February,34.8,-5.0
March,33.4,-1.2
April,38.6,4.1
May,62.6,9.7
June,74.9,13.7
July,88.4,16.1
August,86.9,14.6
September,58.7,9.9
October,68.5,4.5
November,57.1,0.0
December,50.4,-4.4
