,Precipitation,Temperature
January,31.8,-11.2
February,22.7,-11.1
March,23.4,-5.1
April,23.5,1.2
May,36.0,7.6
June,56.1,13.0
July,71.0,15.7
August,68.5,13.4
September,51.1,8.2
October,42.9,1.4
November,39.3,-5.0
December,36.1,-9.0
