,Precipitation,Temperature
January,59.4,-3.1
February,46.6,-3.0
March,37.2,0.1
April,41.5,5.0
May,56.1,10.2
June,69.3,14.0
July,83.9,16.3
August,83.4,15.2
September,69.5,10.9
October,77.9,5.6
November,69.7,1.5
December,67.4,-1.7
