,Precipitation,Temperature
January,33.0,-7.1
February,25.0,-6.5
March,25.5,-2.7
April,30.9,2.6
May,51.3,8.0
June,78.2,12.3
July,94.3,14.9
August,87.7,13.2
September,53.2,8.8
October,55.5,2.8
November,43.6,-2.4
December,36.3,-6.1
