month,maxTemp,minTemp,meanTemp,rainfall
1,20.6,14.5,,26.8
2,20.9,14.5,,27.6
3,21.7,15.0,,21.8
4,21.8,15.2,,7.4
5,22.7,16.0,,1.9
6,24.2,17.5,,0.1
7,26.2,19.2,,0.0
8,26.8,19.8,,0.4
9,26.2,19.5,,4.0
10,25.0,18.6,,20.6
11,23.2,17.1,,39.5
12,21.4,15.5,,55.4
