month,maxTemp,minTemp,meanTemp,rainfall
1,9.2,2.4,,40.2
2,11.0,2.6,,32.6
3,14.9,4.4,,34.0
4,16.6,5.8,,48.5
5,20.7,9.1,,55.6
6,25.2,12.2,,41.2
7,28.3,14.1,,26.8
8,28.2,14.2,,22.4
9,24.5,11.7,,32.8
10,19.0,8.8,,46.0
11,13.0,5.4,,53.5
12,9.6,3.1,,48.7
