month,maxTemp,minTemp,meanTemp,rainfall
1,31.4,23.3,,424.4
2,31.3,23.4,,361.1
3,31.7,23.5,,281.7
4,31.8,23.2,,129.5
5,30.8,22.1,,37.6
6,29.7,20.7,,35.4
7,29.1,19.4,,23.8
8,29.2,19.4,,28.5
9,29.9,20.2,,34.8
10,31.0,21.6,,57.7
11,31.4,22.8,,127.5
12,31.6,23.3,,325.6
