month,maxTemp,minTemp,meanTemp,rainfall
1,29.7,13.1,,0.2
2,32.0,15.2,,0.0
3,35.6,18.8,,0.4
4,38.8,22.3,,2.0
5,39.4,24.5,,12.7
6,37.7,24.2,,20.8
7,34.2,22.8,,101.3
8,33.3,22.3,,115.2
9,35.2,22.4,,57.6
10,36.8,22.4,,18.3
11,33.6,18.0,,0.5
12,30.4,14.2,,0.0
