month,maxTemp,minTemp,meanTemp,rainfall
1,1.2,-6.1,,45.6
2,4.6,-5.1,,41.7
3,10.1,-1.4,,44.0
4,17.1,3.1,,44.5
5,21.8,7.8,,72.2
6,25.3,11.5,,81.2
7,27.2,13.0,,91.3
8,27.2,12.6,,64.4
9,21.4,8.5,,56.2
10,14.9,4.4,,62.9
11,7.9,0.7,,58.9
12,1.8,-4.4,,52.0
