,Precipitation,Temperature
January,46.4,-15.0
February,36.8,-11.7
March,30.4,-3.1
April,33.9,9.5
May,36.2,15.6
June,32.1,20.5
July,32.0,22.4
August,22.8,21.0
September,19.8,14.7
October,37.1,6.8
November,65.4,-2.6
December,59.7,-11.5
