,Precipitation,Temperature
January,11.9,-17.3
February,11.3,-15.7
March,12.6,-8.1
April,20.2,4.2
May,28.4,13.0
June,49.1,18.1
July,64.8,19.4
August,46.7,17.3
September,25.9,10.8
October,26.4,3.6
November,22.0,-7.2
December,15.4,-14.1
