,Precipitation,Temperature
January,24.7,-4.1
February,32.7,-1.8
March,44.4,5.2
April,66.2,12.1
May,56.4,17.4
June,32.8,22.7
July,19.8,25.3
August,13.5,23.7
September,16.8,17.9
October,34.1,10.5
November,39.9,3.0
December,31.1,-2.6
