,Precipitation,Temperature
January,16.6,-15.3
February,15.2,-14.7
March,23.3,-7.2
April,23.1,6.1
May,34.8,14.8
June,27.6,20.4
July,28.2,21.9
August,24.5,20.2
September,17.9,13.4
October,24.3,5.3
November,22.0,-4.9
December,24.0,-12.5
