,Precipitation,Temperature
January,14.7,-15.5
February,10.1,-14.8
March,14.9,-6.3
April,12.9,7.7
May,16.1,15.9
June,16.5,21.5
July,21.2,22.9
August,14.8,21.2
September,11.3,14.1
October,18.4,5.8
November,18.6,-4.3
December,19.3,-12.4
